;M;F;?;Year;LAT;VERN;
20745;;;1;;1;;
20746;;;1;;1;;
20747;;;1;;1;;
20748;;;1;;1;;
20749;;;1;;1;;
20750;;;1;;1;;
20751;1;;;1300-t;1;;qui scripsit sit benedictus
20752;1;;;1288;1;;qui scripsit sit benedictus
20753;1;;;1300-t;1;;qui scripsit sit benedictus
20754;1;;;1200-t;1;;qui scripsit sit benedictus
20755;;;1;;1;;
20756;1;;;800-t;1;;qui scripsit sit benedictus
20757;1;;;1300-t;1;;qui scripsit sit benedictus
20758;1;;;1300-t;1;;qui scripsit sit benedictus
20759;1;;;1300-t;1;;qui scripsit sit benedictus
20760;;;1;;1;;
20761;;;1;;1;;
20762;1;;;1317;1;;scriptori tradite potum
20763;1;;;1200-t;1;;sit scriptor crimine liber
20764;1;;;1200-t;1;;ludere scriptor eat
20765;;;1;;1;;
20766;;;1;;;1;
20767;;;1;;1;;
20768;;;1;;1;;
20769;;;1;;1;;
20770;;;1;;1;;
20771;;;1;;1;;
20772;;;1;;1;;
20773;;;1;;;1;
20774;;;1;;1;;
20775;;;1;;;1;
20776;;;1;;1;;
20777;;;1;;1;;
20778;;;1;;1;;
20779;;;1;;1;;
20780;;;1;;1;;
20781;;;1;;1;;
20782;1;;;1300-t;1;;sit possessor et scriptor
20783;;;1;;1;;
20784;;;1;;1;;
20785;;;1;;1;;
20786;1;;;1453;1;;qui scripsit sit benedictus
20787;;;1;;1;;
20788;;;1;;1;;
20789;;;1;;1;;
20790;;;1;;1;;
20791;;;1;;1;;
20792;;;1;;;1;
20793;;;1;;1;;
20794;1;;;1400-t;1;;Et qui scribi fecit, sit benedictus 
20795;;;1;;1;;
20796;;;1;;1;;
20797;;;1;;1;;
20798;;;1;;1;;
20799;;;1;;1;;
20800;;;1;;1;;
20801;;;1;;1;;
20802;;;1;;1;;
20803;;;1;;1;;
20804;;;1;;1;;
20805;;;1;;1;;
20806;;;1;;1;;
20807;;;1;;1;;
20808;;;1;;1;;
20809;;;1;;1;;
20810;;;1;;1;;
20811;;;1;;1;;
20812;;;1;;1;;
20813;;;1;;1;;
20814;;;1;;1;;
20815;;;1;;;1;
20816;;;1;;1;;
20817;;;1;;1;;
20818;;;1;;1;;
20819;;;1;;1;;
20820;;;1;;1;;
20821;;;1;;1;;
20822;;;1;;1;;
20823;;;1;;1;;
20824;;;1;;1;;
20825;;;1;;1;;
20826;;;1;;1;;
20827;;;1;;1;;
20828;;;1;;1;;
20829;;;1;;1;;
20830;;;1;;1;;
20831;;;1;;1;;
20832;;;1;;1;;
20833;;;1;;1;;
20834;;;1;;1;;
20835;;;1;;1;;
20836;;;1;;1;;
20837;;;1;;1;;
20838;;;1;;1;;
20839;;;1;;1;;
20840;;;1;;1;;
20841;;;1;;1;;
20842;;;1;;1;;
20843;;;1;;1;;
20844;;;1;;1;;
20845;;;1;;1;;
20846;;;1;;1;1;
20847;;;1;;1;;
20848;;;1;;1;;
20849;;;1;;1;;
20850;;;1;;1;;
20851;;;1;;1;;
20852;;;1;;1;;
20853;;;1;;1;1;
20854;1;;;1433;1;;scriptor vult pretium habere
20855;;;1;;1;;
20856;;;1;;1;;
20857;;;1;;1;;
20858;;;1;;1;;
20859;;;1;;1;;
20860;;;1;;1;;
20861;;;1;;1;;
20862;;;1;;1;;
20863;;;1;;1;;
20864;1;;;1400-t;1;;Qui scripsit finem
20865;;;1;;1;;
20866;1;;;1400-t;1;;precium vult scriptor habere
20867;;;1;;1;;
20868;;;1;;1;;
20869;;;1;;1;1;
20870;;;1;;1;;
20871;;;1;;1;;
20872;;;1;;1;1;
20873;;;1;;1;;
20874;;;1;;1;;
20875;;;1;;1;;
20876;;;1;;1;;
20877;;;1;;1;;
20878;;;1;;1;;
20879;;;1;;1;;
20880;;;1;;1;;
20881;;;1;;1;;
20882;;;1;;1;;
20883;;;1;;1;;
20884;;;1;;1;;
20885;;;1;;1;;
20886;;;1;;1;;
20887;;;1;;1;;
20888;;;1;;;1;
20889;;;1;;1;;
20890;1;;;1300-t;1;;qui scripsit (sit) benedictus
20891;;;1;;1;;
20892;1;;;1300-t;1;;qui scripsit sit benedictus
20893;;;1;;1;;
20894;;;1;;1;;
20895;1;;;1300-t;1;;Excusetur scriptor
20896;;;1;;1;;
20897;;;1;;1;;
20898;;;1;;1;;
20899;1;;;1100-t;1;;Scriptorem gratis sinus excipiat
20900;;;1;;1;;
20901;;;1;;1;;
20902;;;1;;1;;
20903;;;1;;1;;
20904;;;1;;1;;
20905;;;1;;1;;
20906;;;1;;1;;
20907;;;1;;1;;
20908;1;;;1400-t;1;;Dextra scriptoris
20909;;;1;;1;;
20910;;;1;;1;;
20911;;;1;;1;;
20912;1;;;1000-t;1;;ludere scriptor eat
20913;;;1;;1;;
20914;;;1;;1;;
20915;;;1;;1;;
20916;;;1;;1;;
20917;1;;;1400-t;1;;Scriptori posco solamen
20918;;;1;;1;;
20919;;;1;;;1;
20920;;;1;;1;;
20921;;;1;;1;1;
20922;;;1;;1;;
20923;;;1;;1;;
20924;;;1;;1;;
20925;;;1;;1;;
20926;1;;;1200-t;1;;ludere scriptor eat
20927;1;;;;1;;Et sic laudetur scriptori vitaeque dicto
20928;1;;;1300-t;1;;Qui scripsit scribat
20929;;;1;;1;;
20930;;;1;;1;;
20931;;;1;;1;;
20932;1;;;1200-t;1;;qui scripsit (sit) benedictus
20933;1;;;1433;1;;qui scripsit sit benedictus
20934;;;1;;1;;
20935;;;1;;1;;
20936;;;1;;1;;
20937;1;;;1300-t;1;;bibere scriptor eat
20938;;;1;;1;;
20939;1;;;;1;;ludere scriptor eat
20940;1;;;;1;1;ludere scriptor eat
20941;1;;;;1;;ludere scriptor eat
20942;1;;;;1;;ludere scriptor eat
20943;1;;;;1;;ludere scriptor eat
20944;1;;;;1;;ludere scriptor eat
20945;1;;;;1;;ludere scriptor eat
20946;1;;;;1;;ludere scriptor eat
20947;1;;;;1;;ludere scriptor eat
20948;1;;;;1;;ludere scriptor eat
20949;1;;;;1;;ludere scriptor eat
20950;1;;;;1;;ludere scriptor eat
20951;1;;;;1;;ludere scriptor eat
20952;1;;;;1;;ludere scriptor eat
20953;1;;;;1;;ludere scriptor eat
20954;1;;;;1;;ludere scriptor eat
20955;1;;;;1;;ludere scriptor eat
20956;1;;;;1;;ludere scriptor eat
20957;1;;;;1;;ludere scriptor eat
20958;1;;;;1;;ludere scriptor eat
20959;1;;;;1;;ludere scriptor eat
20960;1;;;;1;;ludere scriptor eat
20961;1;;;;1;;ludere scriptor eat
20962;1;;;;1;;ludere scriptor eat
20963;1;;;;1;;ludere scriptor eat
20964;1;;;;1;;psallere scriptor eat
20965;1;;;;1;;scriptor ludere eat
20966;1;;;;1;;ludere scriptor eat
20967;1;;;;1;;ludere scriptor eat
20968;1;;;;1;;ludere scriptor eat
20969;1;;;;1;;ludere scriptor eat
20970;1;;;;1;;ludere scriptor eat
20971;1;;;;1;;ludere scriptor eat
20972;1;;;;1;;ludere scriptor eat
20973;1;;;;1;;ludere scriptor eat
20974;1;;;;1;;ludere scriptor eat
20975;;;1;;1;;
20976;;;1;;1;;
20977;1;;;1300-t;1;;scriptor ludendum eat
20978;;;1;;1;;
20979;;;1;;1;;
20980;1;;;1449;1;;Qui scripsit carmen sit benedictus
20981;;;1;;;1;
20982;;;1;;;1;
20983;;;1;;1;;
20984;;;1;;1;;
20985;;;1;;1;;
20986;;;1;;1;;
20987;;;1;;1;;
20988;;;1;;1;;
20989;;;1;;1;;
20990;;;1;;1;;
20991;;;1;;1;;
20992;;;1;;1;;
20993;;;1;;1;;
20994;;;1;;1;;
20995;;;1;;1;;
20996;;;1;;1;;
20997;;;1;;1;;
20998;;;1;;1;;
20999;;;1;;1;;
21000;;;1;;1;;
21001;1;;;1100-t;1;;orent (sic) pro scriptore
21002;1;;;1400-t;1;;quem scriptor finit
21003;1;;;1200-t;1;;qui scripsit sit benedictus
21004;1;;;1400-t;1;;qui scripsit vivat feliciter
21005;;;1;;1;;
21006;1;;;1400-t;1;;scriptor sit crimine liber
21007;1;;;1400-t;1;;scriptor sit crimine liber
21008;1;;;1300-t;1;;sit scriptor crimine liber
21009;1;;;1400-t;1;;sit scriptor crimine liber
21010;1;;;1200-t;1;;sit scriptor crimine liber
21011;;;1;;1;;
21012;;;1;;1;;
21013;;;1;;1;;
21014;1;;;1200-t;1;;qui scripsit sit benedictus
21015;;;1;;1;;
21016;;;1;;1;;
21017;;;1;;1;;
21018;;;1;;1;;
21019;;;1;;1;;
21020;;;1;;1;;
21021;;;1;;1;;
21022;;;1;;1;;
21023;1;;;1300-t;1;;ludere scriptor eat
21024;1;;;1200-t;1;;qui scripsit sit benedictus
21025;;;1;;1;;
21026;;;1;;1;;
21027;;;1;;1;;
21028;;;1;;1;;
21029;;;1;;1;;
21030;;;1;;1;;
21031;;;1;;1;;
21032;;;1;;1;;
21033;;;1;;1;;
21034;;;1;;1;;
21035;;;1;;1;;
21036;;;1;;1;;
21037;;;1;;1;;
21038;;;1;;1;;
21039;;;1;;1;;
21040;;;1;;1;;
21041;;;1;;1;;
21042;;;1;;1;;
21043;;;1;;1;;
21044;;;1;;1;1;
21045;;;1;;1;;
21046;;;1;;1;;
21047;;;1;;1;;
21048;1;;;1300-t;1;;Vinum scriptori tradetur
21049;;;1;;1;;
21050;;;1;;1;;
21051;;;1;;1;;
21052;;;1;;1;;
21053;;;1;;1;;
21054;;;1;;1;;
21055;1;;;1200-t;1;;ludere scriptor eat
21056;1;;;1444;1;;scriptor non unum bibit potum
21057;;;1;;1;;
21058;1;;;1400-t;1;;scriptor vult precium habere
21059;1;;;1300-t;1;;vinum vult scriptorn habere
21060;;;1;;1;;
21061;;;1;;1;;
21062;;;1;;1;;
21063;;;1;;1;;
21064;;;1;;1;;
21065;1;;;1300-t;1;;sit scriptor crimine liber
21066;;1;;s. 15(1);;1;Explicit, inde pie grates reddamus vota Marie. / Iste cesies cadex pars grata sophie. Hye hat ein end diczt püchlein, / Von hübschsen sitten und tugend vein. / Des sey gelobt Maria schon / Und got vill in dem hochsten tron. Amen.
21067;;;1;;;1;
21068;;;1;;1;;
21069;;;1;;1;;
21070;;;1;;1;;
21071;;;1;;1;;
21072;;;1;;1;;
21073;;;1;;1;;
21074;;;1;;1;;
21075;;;1;;1;;
21076;;;1;;1;;
21077;1;;;1400-t;1;;Disce, puer, dum tempus habes
21078;1;;;1100-t;1;;modo sum, velut estimo, liber
21079;;;1;;1;;
21080;1;;;1200-t;1;;poscit sua iura magister
21081;;;1;;1;;
21082;;;1;;1;;
21083;;;1;;1;;
21084;1;;;1200-t;;1;qui scripsit sit ille liber
21085;;;1;;1;;
21086;;;1;;1;;
21087;1;;;;1;;quoniam scriptor est homo liber
21088;1;;;;1;;scriptor sit crimine liber
21089;1;;;;1;;scriptor sit crimine liber
21090;1;;;;1;;scriptor sit crimine liber
21091;1;;;;1;;scriptor sit crimine liber
21092;1;;;;1;;scriptor sit crimine liber
21093;1;;;;1;;scriptor sit crimine liber
21094;1;;;;1;;scriptor sit crimine liber
21095;1;;;;1;;scriptor sit crimine liber
21096;1;;;;1;;scriptor sit crimine liber
21097;1;;;;1;;scriptor sit crimine liber
21098;1;;;;1;;scriptor sit crimine liber
21099;1;;;;1;;scriptor sit crimine liber
21100;1;;;;1;;scriptor sit crimine liber
21101;1;;;;1;;scriptor sit crimine liber
21102;1;;;;1;;scriptor sit crimine liber
21103;1;;;;1;;scriptor sit crimine liber
21104;1;;;;1;;scriptor sit crimine liber
21105;1;;;;1;;scriptor sit crimine liber
21106;1;;;;1;;scriptor sit crimine liber
21107;1;;;;1;;scriptor vivat bene liber
21108;;;1;;1;;
21109;1;;;;1;;Qui scripsit sit benedictus
21110;;;1;;1;;
21111;;;1;;1;;
21112;1;;;;1;;Scriptor, queso, mali nos ditans munere tali
21113;1;;;;1;;sit actor crimine liber
21114;1;;;;1;;sit scrictor (!) crimine liber
21115;1;;;;1;;sit scriptor crimine liber
21116;1;;;;1;;sit scriptor crimine liber
21117;1;;;;1;;sit scriptor crimine liber
21118;1;;;;1;;sit scriptor crimine liber
21119;1;;;;1;;sit scriptor crimine liber
21120;1;;;;1;;sit scriptor crimine liber
21121;1;;;;1;;sit scriptor crimine liber
21122;1;;;;1;;sit scriptor crimine liber
21123;1;;;;1;;sit scriptor crimine liber
21124;1;;;;1;;sit scriptor crimine liber
21125;1;;;;1;;sit scriptor crimine liber
21126;1;;;;1;;sit scriptor crimine liber
21127;1;;;;1;;sit scriptor crimine liber
21128;1;;;;1;;sit scriptor crimine liber
21129;1;;;;1;;sit scriptor crimine liber
21130;1;;;;1;;sit scriptor crimine liber
21131;1;;;;1;;sit scriptor crimine liber
21132;1;;;;1;;sit scriptor crimine liber
21133;1;;;;1;;sit scriptor crimine liber
21134;1;;;;1;;sit scriptor crimine liber
21135;1;;;;1;;sit scriptor crimine liber
21136;1;;;;1;;sit scriptor crimine liber
21137;1;;;;1;;sit scriptor verbere liber
21138;;;1;;1;;
21139;;;1;;1;;
21140;;;1;;1;;
21141;;;1;;1;;
21142;;;1;;1;;
21143;;;1;;1;;
21144;;;1;;1;;
21145;;;1;;1;;
21146;1;;;1300-t;1;;Quisque scripsit scribat
21147;;;1;;1;;
21148;;;1;;1;;
21149;;;1;;1;;
21150;;;1;;1;;
21151;;;1;;1;;
21152;;;1;;1;;
21153;1;;;1400-t;1;;quem scriptor finivit diligenter
21154;1;;;1338;1;;qui scripsit sit crimine liber
21155;1;;;1400-t;1;;qui tum fecit, obsecro, liber
21156;1;;;1492;1;;Qui scripsit scribat
21157;1;;;1400-t;1;;scriptorem benedic
21158;;;1;;1;;
21159;;;1;;1;;
21160;;;1;;1;;
21161;1;;;1400-t;1;;scriptor sit crimine liber
21162;1;;;1465;1;;completus per quendam monachum
21163;1;;;1300-t;1;;sit scriptor crimine liber
21164;1;;;1400-t;1;;sit scriptor crimine liber
21165;1;;;1200-t;1;;qui scripsit sit benedictus
21166;;;1;1400-t;;1;
21167;;;1;;1;;
21168;;;1;;1;;
21169;1;;;1300-t;1;;Explicit totum magistri, da mihi potum
21170;;;1;;1;;
21171;;;1;;1;;
21172;;;1;;1;;
21173;;;1;;1;;
21174;;;1;;1;;
21175;1;;;1400-t;1;;scriptori dentur honores
21176;;;1;;1;;
21177;;;1;;1;;
21178;;;1;;1;;
21179;;;1;;1;;
21180;;;1;;1;;
21181;;;1;;1;;
21182;;;1;;1;;
21183;;;1;;1;;
21184;;;1;;1;;
21185;;;1;;1;;
21186;;;1;;1;;
21187;;;1;;1;;
21188;;;1;;1;;
21189;;;1;;1;;
21190;;;1;;1;;
21191;;;1;;1;;
21192;;;1;;1;;
21193;;;1;;1;;
21194;1;;;1400-t;1;;Et pro misero scriptore
21195;;;1;;1;;
21196;1;;;805;1;;Orate pro me indignum peccatore
21197;;;1;;;1;
21198;;;1;;;1;
21199;;;1;;1;;
21200;;;1;;1;;
21201;;;1;;1;;
21202;;;1;;1;;
21203;;;1;;1;;
21204;;;1;;1;;
21205;;;1;;1;;
21206;;;1;;1;;
21207;;;1;;1;;
21208;1;;;1200-t;1;;Felix qui scripsit
21209;1;;;1200-t;1;1;Qui scrisi iscriba
21210;;;1;;1;;
21211;;;1;;1;;
21212;;;1;;1;;
21213;;1;;1350;1;; (gåte??) Filia sum solis, et sum cum sole creata. Sum decies quinque et sum quinque decemque vocata
21214;;;1;;1;;
21215;;;1;;1;;
21216;;;1;;1;;
21217;;;1;;1;;
21218;;;1;;1;;
21219;;;1;;1;;
21220;;;1;;1;;
21221;1;;;1400-t;1;;Detur pro pena scriptori pulcra puella
21222;;;1;;1;;
21223;;;1;;1;;
21224;1;;;1300-t;1;;Scriptor opus suste
21225;;;1;;1;;
21226;;;1;;1;;
21227;;;1;;1;;
21228;;;1;;1;;
21229;;;1;;1;;
21230;;;1;;1;;
21231;;;1;;1;;
21232;;;1;;1;;
21233;;;1;;1;;
21234;;;1;;1;;
21235;1;;;12-1300-t;1;;Scriptori sit sine ruinis
21236;;;1;;1;;
21237;1;;;;1;;Scriptori munus detur bos aut cetus unus
21238;;;1;;1;;
21239;;;1;;1;;
21240;;;1;;1;;
21241;;;1;;1;;
21242;;;1;;1;;
21243;;;1;;1;;
21244;;;1;;1;;
21245;;;1;;1;;
21246;;;1;;1;;
21247;;;1;;1;;
21248;;;1;;1;;
21249;;;1;;1;;
21250;;;1;;1;;
21251;;;1;;1;;
21252;;;1;;1;;
21253;;;1;;1;;
21254;;;1;;1;;
21255;1;;;1410;1;;Finis adest operi, quem scriptor gaudet haberi
21256;;;1;;1;;
21257;1;;;1400-t;1;;Finis adest operi, servetur scriptor in omni
21258;;;1;;1;;
21259;;;1;;1;;
21260;;;1;;1;;
21261;;;1;;1;;
21262;;;1;;1;;
21263;;;1;;1;1;
21264;;;1;;1;;
21265;;;1;;1;;
21266;;;1;;1;;
21267;;;1;;1;;
21268;;;1;;1;;
21269;;;1;;1;;
21270;;;1;;1;;
21271;;;1;;1;;
21272;;;1;;1;;
21273;;;1;;1;;
21274;;;1;;1;;
21275;;;1;;1;;
21276;;;1;;1;;
21277;;;1;;1;;
21278;1;;;1300-t;1;;Detur pro pena scriptori pulchra puella
21279;;;1;;1;;
21280;1;;;1384;1;;precium vult scriptor habere
21281;;;1;;1;;
21282;;;1;;1;;
21283;;;1;;1;1;
21284;;;1;;1;;
21285;;;1;;1;;
21286;1;;;1400-t;1;;Qui scripsit scribat
21287;1;;;800-t;1;;Qui scripsit scripta
21288;;;1;;1;;
21289;;;1;;1;;
21290;;;1;;1;;
21291;;;1;;1;;
21292;1;;;1400-t;1;;Cum lectore velis scriptorem iungere celis
21293;;;1;;1;;
21294;;;1;;1;;
21295;;;1;;1;;
21296;;;1;;1;;
21297;1;;;;1;;pretium vult scriptor habere
21298;1;;;1400-t;1;;pretium vult scriptor habere
21299;1;;;1400-t;1;;pretium vult scriptor habere
21300;1;;;1432;1;;scriptor vult mercedem habere
21301;1;;;1400-t;1;;scriptor vult precium habere
21302;1;;;1300-t;1;;scriptor vult precium habere
21303;1;;;1429;1;;scriptor vult precium habere
21304;;;1;;1;;
21305;;;1;;1;;
21306;;;1;;1;;
21307;;;1;;1;;
21308;;;1;;1;;
21309;1;;;1477;;1;Chi legie preghi iddio per lo scrittore
21310;;;1;;1;;
21311;1;;;;1;;pretium vult scriptor habere
21312;;;1;;1;;
21313;;;1;;1;;
21314;;;1;;1;;
21315;;;1;;1;;
21316;;;1;;1;;
21317;;;1;;1;;
21318;;;1;;1;;
21319;;;1;;1;;
21320;;;1;;1;;
21321;;;1;;1;;
21322;;;1;;1;;
21323;;;1;;1;;
21324;1;;;1100-t;1;;Finis inest operi, scriptor, te redde quieti
21325;;;1;;1;;
21326;;;1;;1;;
21327;;;1;;1;;
21328;;;1;;1;;
21329;;;1;;1;;
21330;;;1;;1;;
21331;;;1;;1;;
21332;;;1;;1;;
21333;;;1;;1;;
21334;;;1;;1;;
21335;;;1;;1;;
21336;;;1;;1;;
21337;;;1;;1;;
21338;1;;;800-t;1;;Quicunque scriptor scribit
21339;;;1;;1;;
21340;;;1;;1;;
21341;;;1;;1;;
21342;;;1;;1;;
21343;;;1;;1;;
21344;;;1;;1;;
21345;;;1;;1;;
21346;1;;;1400-t;1;;Scriptoris siste
21347;1;;;1200-t;1;;poscit scriptor sua iura
21348;;;1;;1;;
21349;;;1;;1;;
21350;;;1;;1;;
21351;;;1;;1;;
21352;;;1;;1;;
21353;;;1;;1;;
21354;;;1;;1;;
21355;;;1;;1;;
21356;;;1;;1;;
21357;;;1;;1;;
21358;;;1;;1;;
21359;;;1;;1;;
21360;1;;;1300-t;1;;ludere scriptor eat
21361;;;1;;1;;
21362;;;1;;1;;
21363;;;1;;1;;
21364;;;1;;1;;
21365;;;1;;1;;
21366;;;1;;1;;
21367;;;1;;1;;
21368;;;1;;1;;
21369;;;1;;1;;
21370;;;1;;1;;
21371;;;1;;1;;
21372;;;1;;1;;
21373;;;1;;1;;
21374;;;1;;1;;
21375;;;1;;1;;
21376;;;1;;1;;
21377;;;1;;1;;
21378;;;1;;1;;
21379;;;1;;1;;
21380;;;1;;1;;
21381;;;1;;1;;
21382;;;1;;1;;
21383;1;;;1300-t;1;;sit scriptor crimine liber
21384;;;1;;1;;
21385;;;1;;1;;
21386;;;1;;1;;
21387;;;1;;1;;
21388;;;1;;1;;
21389;;;1;;1;;
21390;;;1;;1;;
21391;;;1;;1;;
21392;;;1;;1;;
21393;;;1;;1;;
21394;;;1;;1;;
21395;;;1;;1;;
21396;;;1;;1;;
21397;;;1;;1;;
21398;;;1;;1;;
21399;1;;;11-1200-t;1;;Qui me scripsit
21400;;;1;;1;;
21401;;;1;;1;;
21402;;;1;;1;;
21403;1;;;1465;1;1;Qui schrissit ischribatt
21404;;;1;;1;;
21405;;;1;;1;;
21406;;;1;;1;;
21407;;;1;;1;;
21408;;;1;;1;;
21409;;;1;;1;;
21410;1;;;1300-t;1;;Finito libro, me lassatum fore scito
21411;;;1;;1;;
21412;;;1;;1;;
21413;1;;;1300-t;1;;Qui scripsit scribat
21414;1;;;13-1400-t;1;;Qui scripsit scribat
21415;;;1;;1;;
21416;;;1;;1;;
21417;;;1;;1;;
21418;;;1;;1;;
21419;1;;;1400;1;;Qui scripsit scribat
21420;;;1;;1;;
21421;1;;;1300-t;1;;Michi scriptori promissa exhibeantur
21422;;;1;;1;;
21423;1;;;1200-t;1;;Finito libro, reddantur vina magistro
21424;1;;;1200-t;1;;Finito libro, reddantur vina magistro
21425;1;;;1100-t;1;;Finito libro, reddantur cena magistro
21426;1;;;1000-t;1;;Finito libro, reddantur cena magistro
21427;1;;;1200-t;1;;Finito libro, reddantur cena scriptori
21428;1;;;1300-t;1;;Finito libro, reddantur gallina magistro
21429;1;;;1200-t;1;;Finito libro, reddantur gallina magistro
21430;;;1;;1;;
21431;;;1;;1;;
21432;;;1;;1;;
21433;;;1;;1;;
21434;;;1;;1;;
21435;;;1;;1;;
21436;;;1;;1;;
21437;;;1;;1;;
21438;;;1;;1;;
21439;;;1;;1;;
21440;;;1;;1;;
21441;;;1;;1;;
21442;;;1;;1;;
21443;;;1;;1;;
21444;1;;;12-1300-t;1;;Qui scripsit carmen sit benedictus
21445;1;;;1300-t;1;;Qui scripsit scribat
21446;1;;;;1;;Scriptor salvetur
21447;;;1;;1;;
21448;;;1;;1;;
21449;;;1;;1;;
21450;;;1;;1;;
21451;;;1;;1;;
21452;;;1;;1;;
21453;;;1;;1;;
21454;;;1;;1;;
21455;;;1;;1;1;
21456;;;1;;1;;
21457;;;1;;1;;
21458;;;1;;1;;
21459;;;1;;1;;
21460;;;1;;1;;
21461;;;1;;1;;
21462;;;1;;1;;
21463;1;;;1100-t;1;;Qui scripsit hunc librum
21464;1;;;;1;1;E llo scriptore vuole essere pagato
21465;;;1;;1;;
21466;;;1;;1;;
21467;;;1;;1;;
21468;;;1;;1;;
21469;;;1;;1;;
21470;;;1;;1;;
21471;;;1;;1;;
21472;;;1;;1;;
21473;;;1;;1;;
21474;1;;;1200-t;1;;Qui scripsit scribat
21475;;;1;;1;;
21476;1;;;1400-t;1;;Qui scripsit scribat
21477;;;1;;1;;
21478;;;1;;1;;
21479;;;1;;1;;
21480;;;1;;1;;
21481;1;;;1300-t;1;;Scriptor salvetur
21482;1;;;;1;;
21483;;;1;;1;1;Scrittor suus talis (sic)
21484;;;1;;1;;
21485;;;1;;1;;
21486;1;;;;1;;scriptor saltat pede laeto
21487;;;1;;1;;
21488;;;1;;1;;
21489;;;1;;1;;
21490;;;1;;1;;
21491;;;1;;1;;
21492;;;1;;1;;
21493;;;1;;1;;
21494;;;1;;1;;
21495;;;1;;1;;
21496;;;1;;1;;
21497;;;1;;1;;
21498;;;1;;1;;
21499;;;1;;1;;
21500;;;1;;1;;
21501;;;1;;1;;
21502;;;1;;1;;
21503;;;1;;1;;
21504;;;1;;1;;
21505;;;1;;1;;
21506;;;1;;1;;
21507;;;1;;1;;
21508;;;1;;1;;
21509;;;1;;1;;
21510;;;1;;1;;
21511;;;1;;1;;
21512;;;1;;1;;
21513;;;1;;1;;
21514;;;1;;1;1;
21515;;;1;;1;;
21516;;;1;;1;;
21517;;;1;;1;;
21518;;;1;;1;;
21519;;;1;;1;;
21520;;;1;;1;;
21521;;;1;;1;;
21522;;;1;;1;;
21523;;;1;;1;;
21524;;;1;;1;;
21525;;;1;;1;;
21526;1;;;1200-t;1;;Qui scripsit scribat
21527;;;1;;1;;
21528;;;1;;1;;
21529;;;1;;1;;
21530;;;1;;1;;
21531;;;1;;1;;
21532;1;;;1300-t;1;;qui scripsit sit benedictus
21533;;;1;;1;;
21534;;;1;;1;;
21535;1;;;1358;1;;saltabit scriptor pede leto
21536;1;;;1300-t;1;;Penula scriptoris requiescat
21537;1;;;1200-t;1;;Qui scripsit…
21538;;;1;;1;;
21539;;;1;;1;;
21540;;;1;;1;;
21541;;;1;;1;;
21542;1;;;1300-t;1;;Xps scriptorem salvet
21543;;;1;;1;;
21544;1;;;1400-t;1;;Corpus scriptoris salvet deus
21545;;;1;;1;;
